author,description,format,genre,month,pages,publisher,rating,title,year,best_seller
Tyler Anbinder,"<b>A defining American story of millions of immigrants, hundreds of languages, and one great city</b>",Hardcover,History,October,768,Houghton Mifflin Harcourt,4.36,City of Dreams: The 400-Year Epic History of Immigrant New York,2016.0,1
Siddhartha Mukherjee,"From the Pulitzer Prize-winning, bestselling author of ",Hardcover,Science,May,592,Scribner,4.37,The Gene: An Intimate History,2016.0,1
Simon Schama,"A portrait opens a window into a person's life: who they were and wanted to be, who the artist saw and how everyone else looked on.",Hardcover,History,September,632,Viking,3.97,The Face of Britain: The Nation Through its Portraits,2015.0,1
Candice Millard,"<b>From <i>New York Times</i> bestselling author of <i>Destiny of the Republic</i> and <i>The River of Doubt</i>, a thrilling narrative of Winston Churchill's extraordinary and little-known exploits during the Boer War</b>",Paperback,History,September,563,Random House Large Print,4.18,"Hero of the Empire: The Boer War, a Daring Escape, and the Making of Winston Churchill",2016.0,1
David France,"<b>The definitive history of the successful battle to halt the AIDS epidemic from the creator of, and inspired by, the seminal documentary <i>How to Survive a Plague</i>. </b>",Hardcover,Nonfiction,November,640,Knopf,4.42,How to Survive a Plague: The Inside Story of How Citizens and Science Tamed AIDS,2013.0,1
Elizabeth Hinton,"In the United States today, one in every 31 adults is under some form of penal control, including one in eleven African American men. How did the ""land of the free"" become the home of the world's largest prison system? Challenging the belief that America's prison problem originated with the Reagan administration's War on Drugs, Elizabeth Hinton traces the rise of mass inca",Hardcover,History,May,464,Harvard University Press,4.08,From the War on Poverty to the War on Crime: The Making of Mass Incarceration in America,2016.0,1
Blanche Wiesen Cook,<b>The magisterial concluding volume in the definitive biography of Eleanor Roosevelt</b>,Hardcover,Biography,October,688,Viking,4.13,"Eleanor Roosevelt, Volume 3: The War Years and After, 1939-1962",2016.0,1
Francine Prose,The acclaimed ,ebook,Fiction,October,304,Harper,3.42,Mister Monkey,2016.0,1
Ruth Franklin,Instantly heralded for its “masterful” and “thrilling” portrayal (,Hardcover,Biography,September,624,Liveright,4.26,Shirley Jackson: A Rather Haunted Life,2016.0,1
Nancy Isenberg,"<b>In her groundbreaking history of the class system in America, extending from colonial times to the present, Nancy Isenberg takes on our comforting myths about equality, uncovering the crucial legacy of the ever-present, always embarrassing––if occasionally entertaining––""poor white trash.""</b>",Hardcover,History,June,460,Viking,3.74,White Trash: The 400-Year Untold History of Class in America,2016.0,1
Derek Palacio,"Derek Palacio’s stunning, mythic novel marks the arrival of a fresh voice and a new chapter in the history of 21st century Cuban-American literature.",Hardcover,Fiction,October,320,Tim Duggan Books,3.21,The Mortifications,2016.0,1
Wendy  Warren,<b>The most important work on seventeenth-century New England in a generation.</b>,Hardcover,History,June,368,Liveright,3.85,New England Bound: Slavery and Colonization in Early America,2016.0,1
Rebecca Traister,"A nuanced investigation into the sexual, economic, and emotional lives of women in America. In a provocative, groundbreaking work, National Magazine Award finalist Rebecca Traister, “the most brilliant voice on feminism in the country” (Anne Lamott), traces the history of unmarried and late-married women in America who, through social, political, and economic means, have r",Hardcover,Nonfiction,March,339,Simon  Schuster,4.05,All the Single Ladies: Unmarried Women and the Rise of an Independent Nation,2016.0,1
Jeffrey Toobin,"From New Yorker staff writer and bestselling author Jeffrey Toobin, the definitive account of the kidnapping and trial that defined an insane era in American history",Hardcover,Nonfiction,August,368,Doubleday,3.88,"American Heiress: The Wild Saga of the Kidnapping, Crimes and Trial of Patty Hearst",2016.0,1
Nicole Y. Dennis-Benn,"Capturing the distinct rhythms of Jamaican life and dialect, Nicole Dennis-Benn pens a tender hymn to a world hidden among pristine beaches and the wide expanse of turquoise seas. At an opulent resort in Montego Bay, Margot hustles to send her younger sister, Thandi, to school. Taught as a girl to trade her sexuality for survival, Margot is ruthlessly determined to shield",Hardcover,Fiction,July,352,Liveright,3.81,Here Comes the Sun,2016.0,1
Patrick Phillips,"A gripping tale of racial cleansing in Forsyth County, Georgia, and a harrowing testament to the deep roots of racial violence in America.",Hardcover,History,September,320,W. W. Norton  Company,4.28,Blood at the Root: A Racial Cleansing in America,2016.0,1
Ethan Michaeli,"<div><b>“An extraordinary history…Deeply researched, elegantly written…a towering achievement that will not be soon forgotten.”</b> —<b>Brent Staples, <i>New York Times Book Review</i></b><br/><br/><b>NAMED ONE OF THE BEST BOOKS OF THE YEAR BY <br/><i>The New York Times Book Review • The Washington Post • Amazon</i></b><br/>  <div>Giving voice to the voiceless, the <i>Chicago Defender</i> condemned Jim Crow, catalyzed the Great Migration, and</div></div>",ebook,History,January,288,Houghton Mifflin,4.3,The Defender: How the Legendary Black Newspaper Changed America,2014.0,1
Jessi Klein,INSTANT ,Hardcover,Autobiography,July,291,Grand Central Publishing,3.81,You'll Grow Out of It,2016.0,1
Andrew Solomon,From the winner of the National Book Award and the National Books Critics’ Circle Award—and one of the most original thinkers of our time—a riveting collection of essays about places in dramatic transition.,Hardcover,Nonfiction,April,512,Scribner,3.87,"Far & Away: Reporting from the Brink of Change: Seven Continents, Twenty-Five Years",2016.0,1
Ed Yong,"<p>Joining the ranks of popular science classics like <em>The Botany of Desire</em> and <em>The Selfish Gene,</em> a groundbreaking, wondrously informative, and vastly entertaining examination of the most significant revolution in biology since Darwin—a “microbe’s-eye view” of the world that reveals a marvelous, radically reconceived picture of life on earth.</p>",Hardcover,Science,August,368,Ecco,4.19,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,2016.0,1
Adrienne Rich,"Adrienne Rich was the singular voice of her generation and one of our most important American poets. She brought discussions of gender, race, and class to the forefront of poetical discourse, pushing formal boundaries and consistently examining both self and society.",Hardcover,Poetry,June,1164,W. W. Norton  Company,4.55,Collected Poems: 1950–2012,2016.0,1
Mitchell Duneier,"<b>A five-hundred-year story of exclusion and containment, from the first Jewish ghetto to the present</b>",Hardcover,History,April,304,"Farrar, Straus and Giroux",3.73,"Ghetto: The Invention of a Place, the History of an Idea",2015.0,1
Joseph Lelyveld,<b>A <i>New York Times </i>2016 Notable Book</b>,Kindle Edition,History,September,417,Knopf,4.04,His Final Battle: The Last Months of Franklin Roosevelt,2016.0,1
Boris Fishman,"The author of the critically admired, award-winning ",Hardcover,Fiction,March,336,Harper,2.92,Don't Let My Baby Do Rodeo,2016.0,1
Magda Szabó,"When Ettie's husband dies, her daughter Iza insists that her mother give up the family house in the countryside and move to Budapest. Displaced from her community and her home, Ettie tries to find her place in this new life, but can't seem to get it right. She irritates the maid, hangs food outside the window because she mistrusts the fridge and, in her naivety and lonelin",Kindle Edition,Fiction,August,336,Vintage Digital,4.16,Iza's Ballad,1963.0,1
Robert Tombs,In ,Hardcover,History,November,1024,Allen Lane,4.24,The English and their History,2014.0,1
Solmaz Sharif,<p>*Finalist for the 2017 PEN Open Book Award*<br/>*Finalist for the 2016 National Book Award*</p>,Paperback,Poetry,July,98,Graywolf Press,4.29,Look,2016.0,1
Alexander Weinstein,<b>AN EXTRAORDINARILY RESONANT AND PROPHETIC COLLECTION OF SPECULATIVE SHORT FICTION FOR OUR TECH-</b>,ebook,Short Stories,September,229,Picador,3.81,Children of the New World,2016.0,1
Edna O'Brien,"<b>The much-anticipated new novel from the literary world's master of storytelling, Edna O'Brien.</b>",Hardcover,Fiction,March,299,Little Brown and Company,3.26,The Little Red Chairs,2015.0,1
Michael V. Hayden,"<b>An unprecedented high-level master narrative of America's intelligence wars, from the only person ever to helm both CIA and NSA, at a time of heinous new threats and wrenching change</b>",Hardcover,Nonfiction,February,464,Penguin Press,3.79,Playing to the Edge: American Intelligence in the Age of Terror,2016.0,1
Joy Williams,"Pulitzer Prize and National Book Award finalist Joy Williams has a one-of-a-kind gift for capturing both the absurdity and the darkness of everyday life. In Ninety-Nine Stories of God, she takes on one of mankind's most confounding preoccupations: the Supreme Being.This series of short, fictional vignettes explores our day-to-day interactions with an ever-elusive and arbit",Audio CD,Short Stories,July,1,Blackstone Audiobooks,3.63,Ninety-Nine Stories of God,2013.0,1
Sarah Bakewell,"Paris, near the turn of 1933. Three young friends meet over apricot cocktails at the Bec-de-Gaz bar on the rue Montparnasse. They are Jean-Paul Sartre, Simone de Beauvoir and their friend Raymond Aron, who opens their eyes to a radical new way of thinking. Pointing to his drink, he says, 'You can make philosophy out of ",Hardcover,Philosophy,March,440,Chatto & Windus,4.22,"At the Existentialist Café: Freedom, Being, and Apricot Cocktails",2016.0,1
Arlie Russell Hochschild,In ,Hardcover,Nonfiction,August,261,New Press,4.11,Strangers in Their Own Land: Anger and Mourning on the American Right,2016.0,1
Susan Faludi,"<b>From the Pulitzer Prize-winning journalist and bestselling author of <i>Backlash</i>, comes <i>In the Darkroom</i>, an astonishing confrontation with the enigma of her father and the larger riddle of identity consuming our age.</b>",Hardcover,Nonfiction,June,432,Metropolitan Books,3.91,In the Darkroom,2016.0,1
Peter Ho Davies,"<b>From the author of <i>The Welsh Girl</i> comes a groundbreaking, provocative new novel.</b>",Hardcover,Fiction,September,288,Houghton Mifflin Harcourt,3.65,The Fortunes,2016.0,1
Jonathan Lethem,"Handsome, impeccably tuxedoed Bruno Alexander travels the world winning large sums of money from amateur ""whales"" who think they can challenge his peerless acumen at backgammon. Fronted by his pasty, vampiric manager, Edgar Falk, Bruno arrives in Berlin after a troubling run of bad luck in Singapore. Perhaps it was the chance encounter with his crass childhood acquaintance",Hardcover,Fiction,October,304,Doubleday Books,3.18,A Gambler's Anatomy,2016.0,1
Robert F. Worth,<b>The definitive work of literary journalism on the Arab Spring and its troubled aftermath</b>,Paperback,Nonfiction,April,272,"Farrar, Straus and Giroux",4.25,"A Rage for Order: The Middle East in Turmoil, from Tahrir Square to ISIS",2016.0,1
Lara Vapnyar,"<b>A profound and dazzlingly entertaining novel from the writer Louis Menand calls ""Jane Austen with a Russian soul""</b>",Hardcover,Fiction,August,308,Hogarth,3.4,Still Here,2016.0,1
Stefan Hertmans,"Shortly before his death in 1981, Stefan Hertmans' grandfather gave him a couple of filled exercise books. Stories he’d heard as a child had led Hertmans to suspect that their contents might be disturbing, and for years he didn’t dare to open them.",Paperback,Fiction,July,304,Text Publishing,3.9,War and Turpentine,2013.0,1
Matti Friedman,"<b>“Matti Friedman’s haunting war memoir reminds one of Michael Herr’s unforgettable Vietnam memoir, <i>Dispatches.</i> It, too, is destined to become a classic text on the absurdities of war. Evocative, emotionally wrenching, and yet clear-eyed and dispassionate, <i>Pumpkinflowers</i> is a stunning achievement.” —Kai Bird, Pulitzer Prize–winning biographer and <i>New York Times</i> bestselling a</b>",Hardcover,Nonfiction,May,256,Algonquin Books,4.01,Pumpkinflowers: A Soldier's Story of a Forgotten War,2016.0,1
